statuteBook,secondaryLegislation,taxesSL,municipalSL,governmentBills,knessetBills,publicNotices,knessetGovernmentBills,newVersionBills,newVersionLaws,ProvisionalStateCouncilOJ,budgetLaws,budgetBills,basicLaw,law,ordinance,koc,ottomanLaw,jordanianLaw,emergencyRegulations,knessetRulesProcedure,rulesProcedure,rule,resolution,declaration,bylaw,direrctive,order ,regulation,fundingCriteria,program ,procedure,guideline,license ,securityProvisionsOrder,notice,proclamation
סח,קת,קת_מקח,קת_חשם,הח_הממשלה,הח_הכנסת,יפ,הח,הנח,נח,ער_ממז,חת,הח_תקציב,חוק_יסוד,חוק,פקודה,דבר_המלך,חע,חיר,תקשח,תקנון_הכנסת,תקנון,כלל,החלטה,הכרזה,חעז,הוראה,צו,תקנה,מבחן_תמיכה,תכנית,נוהל,הנחיה,רישיון,ח_איוש,הודעה,מנשר
